iter	Passed	Remaining
508	1067	1029
509	1068	1027
510	1070	1024
511	1072	1022
512	1074	1020
513	1076	1017
514	1078	1015
515	1080	1013
516	1082	1011
517	1085	1009
518	1087	1008
519	1090	1006
520	1092	1004
521	1095	1002
522	1097	1001
523	1099	999
524	1102	997
525	1103	994
526	1105	992
527	1107	990
528	1109	988
529	1111	985
530	1113	983
531	1115	981
532	1117	978
533	1119	976
534	1121	974
535	1122	972
536	1125	970
537	1127	967
538	1129	965
539	1130	963
540	1132	961
541	1134	958
542	1136	956
543	1138	954
544	1140	952
545	1142	949
546	1144	947
547	1146	945
548	1147	943
549	1149	940
550	1151	938
551	1153	936
552	1155	934
553	1157	931
554	1159	929
555	1161	927
556	1163	925
557	1165	923
558	1167	920
559	1169	918
560	1171	916
561	1173	914
562	1175	912
563	1177	909
564	1179	907
565	1180	905
566	1182	903
567	1184	901
568	1186	898
569	1188	896
570	1190	894
571	1192	892
572	1194	890
573	1196	888
574	1198	885
575	1200	883
576	1202	881
577	1204	879
578	1206	876
579	1208	874
580	1210	872
581	1212	870
582	1213	868
583	1216	866
584	1217	864
585	1219	861
586	1221	859
587	1223	857
588	1225	855
589	1227	852
590	1229	850
591	1231	848
592	1233	846
593	1235	844
594	1236	841
595	1238	839
596	1240	837
597	1242	835
598	1244	833
599	1246	830
600	1248	828
601	1250	826
602	1251	824
603	1253	821
604	1255	819
605	1257	817
606	1259	815
607	1261	813
608	1263	811
609	1265	808
610	1266	806
611	1268	804
612	1270	802
613	1272	800
614	1274	797
615	1276	795
616	1278	793
617	1280	791
618	1282	789
619	1283	786
620	1285	784
621	1287	782
622	1289	780
623	1291	778
624	1293	776
625	1295	774
626	1297	771
627	1299	769
628	1300	767
629	1302	765
630	1305	763
631	1306	760
632	1308	758
633	1310	756
634	1312	754
635	1314	752
636	1316	750
637	1318	747
638	1320	745
639	1322	743
640	1324	741
641	1325	739
642	1327	737
643	1329	735
644	1331	732
645	1333	730
646	1335	728
647	1337	726
648	1339	724
649	1341	722
650	1343	720
651	1345	717
652	1347	715
653	1348	713
654	1350	711
655	1352	709
656	1354	707
657	1356	705
658	1358	703
659	1360	700
660	1362	698
661	1364	696
662	1365	694
663	1368	692
664	1370	690
665	1371	688
666	1373	685
667	1375	683
668	1377	681
669	1379	679
670	1381	677
671	1383	675
672	1385	673
673	1387	671
674	1389	668
675	1391	666
676	1392	664
677	1394	662
678	1396	660
679	1398	658
680	1400	656
681	1402	653
682	1404	651
683	1406	649
684	1408	647
685	1409	645
686	1411	643
687	1413	641
688	1415	638
689	1417	636
690	1419	634
691	1421	632
692	1423	630
693	1425	628
694	1427	626
695	1429	624
696	1431	622
697	1433	620
698	1435	618
699	1437	615
700	1438	613
701	1440	611
702	1442	609
703	1444	607
704	1446	605
705	1448	603
706	1450	601
707	1452	599
708	1454	596
709	1456	594
710	1458	592
711	1461	591
712	1464	589
713	1466	587
714	1469	585
715	1471	583
716	1474	582
717	1477	580
718	1479	578
719	1481	576
720	1483	574
721	1485	571
722	1487	569
723	1489	567
724	1491	565
725	1492	563
726	1494	561
727	1496	559
728	1498	557
729	1500	554
730	1502	552
731	1504	550
732	1506	548
733	1508	546
734	1509	544
735	1511	542
736	1513	540
737	1515	538
738	1517	535
739	1519	533
740	1521	531
741	1523	529
742	1525	527
743	1527	525
744	1529	523
745	1531	521
746	1532	519
747	1534	517
748	1536	515
749	1538	512
750	1540	510
751	1542	508
752	1544	506
753	1546	504
754	1548	502
755	1550	500
756	1552	498
757	1554	496
758	1556	494
759	1558	492
760	1559	489
761	1562	487
762	1563	485
763	1565	483
764	1567	481
765	1569	479
766	1571	477
767	1573	475
768	1575	473
769	1576	471
770	1579	468
771	1580	466
772	1582	464
773	1584	462
774	1586	460
775	1588	458
776	1590	456
777	1592	454
778	1594	452
779	1596	450
780	1598	448
781	1599	446
782	1601	443
783	1603	441
784	1605	439
785	1607	437
786	1609	435
787	1611	433
788	1613	431
789	1615	429
790	1617	427
791	1618	425
792	1620	423
793	1622	420
794	1624	418
795	1626	416
796	1628	414
797	1630	412
798	1632	410
799	1633	408
800	1635	406
801	1637	404
802	1639	402
803	1641	400
804	1643	398
805	1645	396
806	1647	394
807	1649	391
808	1651	389
809	1653	387
810	1655	385
811	1656	383
812	1658	381
813	1660	379
814	1662	377
815	1664	375
816	1666	373
817	1668	371
818	1670	369
819	1672	367
820	1674	365
821	1676	362
822	1678	360
823	1680	358
824	1681	356
825	1683	354
826	1685	352
827	1687	350
828	1689	348
829	1691	346
830	1693	344
831	1695	342
832	1697	340
833	1698	338
834	1700	336
835	1702	334
836	1704	331
837	1706	329
838	1708	327
839	1710	325
840	1712	323
841	1714	321
842	1716	319
843	1717	317
844	1719	315
845	1721	313
846	1723	311
847	1725	309
848	1727	307
849	1729	305
850	1731	303
851	1733	301
852	1735	299
853	1737	296
854	1739	294
855	1740	292
856	1742	290
857	1744	288
858	1746	286
859	1748	284
860	1750	282
861	1752	280
862	1754	278
863	1756	276
864	1758	274
865	1760	272
866	1762	270
867	1764	268
868	1766	266
869	1767	264
870	1769	262
871	1771	260
872	1773	257
873	1775	255
874	1777	253
875	1779	251
876	1780	249
877	1782	247
878	1784	245
879	1786	243
880	1788	241
881	1790	239
882	1792	237
883	1794	235
884	1796	233
885	1798	231
886	1800	229
887	1801	227
888	1803	225
889	1805	223
890	1807	221
891	1809	219
892	1811	217
893	1813	215
894	1815	212
895	1817	210
896	1819	208
897	1821	206
898	1823	204
899	1825	202
900	1827	200
901	1828	198
902	1830	196
903	1832	194
904	1834	192
905	1836	190
906	1838	188
907	1840	186
908	1842	184
909	1844	182
910	1846	180
911	1848	178
912	1850	176
913	1852	174
914	1853	172
915	1855	170
916	1857	168
917	1859	166
918	1861	164
919	1863	162
920	1865	159
921	1867	157
922	1869	155
923	1871	153
924	1873	151
925	1874	149
926	1876	147
927	1878	145
928	1880	143
929	1882	141
930	1884	139
931	1886	137
932	1888	135
933	1890	133
934	1892	131
935	1894	129
936	1895	127
937	1897	125
938	1899	123
939	1901	121
940	1903	119
941	1905	117
942	1907	115
943	1909	113
944	1911	111
945	1913	109
946	1915	107
947	1917	105
948	1918	103
949	1920	101
950	1922	99
951	1924	97
952	1926	95
953	1928	92
954	1930	90
955	1932	88
956	1933	86
957	1935	84
958	1937	82
959	1939	80
960	1941	78
961	1943	76
962	1945	74
963	1947	72
964	1949	70
965	1951	68
966	1953	66
967	1954	64
968	1956	62
969	1958	60
970	1960	58
971	1962	56
972	1964	54
973	1966	52
974	1968	50
975	1970	48
976	1972	46
977	1974	44
978	1976	42
979	1978	40
980	1980	38
981	1982	36
982	1984	34
983	1986	32
984	1988	30
985	1989	28
986	1991	26
987	1993	24
988	1995	22
989	1997	20
990	1999	18
991	2001	16
992	2003	14
993	2005	12
994	2007	10
995	2009	8
996	2011	6
997	2013	4
998	2014	2
999	2016	0
