iter	RMSE
156	0.4891171185
157	0.4883821706
158	0.4878282919
159	0.4874505722
160	0.4870179117
161	0.4864419929
162	0.485692353
163	0.4853376601
164	0.4845440008
165	0.48402117
166	0.4837502984
167	0.4830006065
168	0.4824467106
169	0.48181509
170	0.4813450109
171	0.4807356574
172	0.4802676379
173	0.479745217
174	0.4792682473
175	0.4789502515
176	0.4784882915
177	0.4780722775
178	0.4774014673
179	0.4768732529
180	0.4764336969
181	0.4758351549
182	0.4753265985
183	0.4749778967
184	0.4745258873
185	0.4741939597
186	0.4734262954
187	0.4731126013
188	0.4727000448
189	0.4720924942
190	0.4715982705
191	0.470762297
192	0.470237107
193	0.4699151078
194	0.4696542336
195	0.469035254
196	0.4684055734
197	0.467996079
198	0.4675622565
199	0.4671886595
200	0.466752776
201	0.4662321573
202	0.4655585211
203	0.4651391058
204	0.4646944862
205	0.4642461259
206	0.4635629949
207	0.4631592074
208	0.4627467122
209	0.4621021634
210	0.4615918664
211	0.461127385
212	0.4607931823
213	0.4602848089
214	0.4598635953
215	0.4593245506
216	0.4590208299
217	0.4585439179
218	0.45804205
219	0.457724502
220	0.4574202007
221	0.4571144879
222	0.4567024272
223	0.4560029594
224	0.4555720822
225	0.4552325275
226	0.4545566673
227	0.4542192424
228	0.4539028521
229	0.4535531827
230	0.4529001813
231	0.4523493762
232	0.4520150998
233	0.4515706715
234	0.4512542181
235	0.4507903414
236	0.4503760905
237	0.4498906237
238	0.4494427352
239	0.4491688448
240	0.4488204365
241	0.4485387526
242	0.4481848188
243	0.4476512318
244	0.4472643849
245	0.4468648537
246	0.4465368097
247	0.4462070754
248	0.4459414891
249	0.4455518109
250	0.4453041386
251	0.4449232423
252	0.4444550647
253	0.4441136141
254	0.4435249651
255	0.4429219561
256	0.4426368097
257	0.4422905679
258	0.4420258504
259	0.4417864973
260	0.441491376
261	0.4411726265
262	0.4409451531
263	0.4406641132
264	0.4402462348
265	0.4399544269
266	0.4396372541
267	0.4393262402
268	0.4390248735
269	0.4387798388
270	0.4385264042
271	0.4381645412
272	0.4377896329
273	0.4373863534
274	0.4370919989
275	0.4368412673
276	0.4365796037
277	0.4363418618
278	0.4361073782
279	0.4358831479
280	0.4355497242
281	0.4349519644
282	0.4345817158
283	0.4342202716
284	0.433964895
285	0.4337736946
286	0.4335612006
287	0.4332369716
288	0.4329959387
289	0.4328096627
290	0.4324630348
291	0.4322569816
292	0.4319440985
293	0.4315874892
294	0.4312152407
295	0.4308109334
296	0.4305184936
297	0.4303401734
298	0.4300537725
299	0.4297699785
300	0.4295359615
301	0.4291106779
302	0.4288726341
303	0.4285477847
304	0.4283590732
305	0.428060982
306	0.4278021969
307	0.4275275983
308	0.4272166366
309	0.4270250243
310	0.4267559666
311	0.4263410336
312	0.4260834381
313	0.4257909318
314	0.425541075
315	0.4252198654
316	0.4250077183
317	0.4247271393
318	0.4243736015
319	0.4240429195
320	0.4236828311
321	0.4233512998
322	0.4229119581
323	0.4226136481
324	0.4223199888
325	0.4219854911
326	0.4212873349
327	0.4210412892
328	0.4207740997
329	0.4204387899
330	0.4201471873
331	0.4198743195
332	0.4195858215
333	0.4192772337
334	0.418967766
335	0.4187137262
336	0.4184145587
337	0.4179985749
338	0.4177456778
339	0.417555231
340	0.4174365312
341	0.4172308747
342	0.4170469087
343	0.416729754
344	0.4164260685
345	0.4161272036
346	0.4159468433
347	0.4156128879
348	0.4153721522
349	0.4152055215
350	0.4149283734
351	0.4146565769
352	0.4144335797
353	0.4142801234
354	0.4140595333
355	0.413769385
356	0.413584586
357	0.4133776356
358	0.4131087122
359	0.4128100785
360	0.4125314412
361	0.4122574023
362	0.4120526634
363	0.4117331817
364	0.4115943479
365	0.4113612521
366	0.4111716708
367	0.4110227247
368	0.4106955879
369	0.4105527115
370	0.4099928963
371	0.4096976384
372	0.4094204637
373	0.4091444248
374	0.4088471048
375	0.4083651088
376	0.4081427215
377	0.4080003742
378	0.4077556753
379	0.4076159959
380	0.4074034972
381	0.4071349298
382	0.4068787536
383	0.406694683
384	0.4064945236
385	0.4063123631
386	0.4059454519
387	0.4057116283
388	0.4053549019
389	0.4051540986
390	0.4049366746
391	0.4045548678
392	0.4043538873
393	0.4040966792
394	0.4038552194
395	0.4036640152
396	0.4034988415
397	0.4032297571
398	0.4030168217
399	0.4028448916
400	0.4026301351
401	0.4022045445
402	0.4019740737
403	0.4015575373
404	0.4013191574
405	0.4011430783
406	0.4008992392
407	0.4005343804
408	0.4003805387
409	0.4000437863
410	0.3997785564
411	0.3995857969
412	0.3993713674
413	0.3991515641
414	0.3988359412
415	0.3985205757
416	0.3983769483
417	0.3982128867
418	0.3979729745
419	0.3977443716
420	0.3974644104
421	0.3972189259
422	0.3970077656
423	0.3967976423
424	0.3965699526
425	0.3963422097
426	0.3961937088
427	0.3959415163
428	0.3957480818
429	0.3955174647
430	0.3953757584
431	0.3951078982
432	0.3947917546
433	0.3946003182
434	0.394474299
435	0.3942834492
436	0.3940272364
437	0.393811455
438	0.3936527317
439	0.3934653383
440	0.3933755518
441	0.3932018363
442	0.3929684529
443	0.3926927108
444	0.3925188937
445	0.3923607136
446	0.392229367
447	0.3920097695
448	0.391829805
449	0.3916634383
450	0.3915140522
451	0.3913559932
452	0.3910691854
453	0.3908555073
454	0.3906654994
455	0.3904614889
456	0.3902908744
457	0.3900156287
458	0.3898696645
459	0.3896576928
460	0.3894621337
461	0.3892143167
462	0.3890135581
463	0.3888233407
464	0.3886480163
465	0.3884309145
466	0.3882314572
467	0.3880583139
468	0.3878529435
469	0.3876681045
470	0.3874873902
471	0.3873511099
472	0.3870761523
473	0.3869514713
474	0.3867500489
475	0.386534137
476	0.3863845327
477	0.3861211024
478	0.3857979171
479	0.3855533162
480	0.3853440149
481	0.3851274846
482	0.3849887942
483	0.3847943719
484	0.384473244
485	0.3842287561
486	0.3840029002
487	0.3837854103
488	0.383575853
489	0.383328631
490	0.3832146161
491	0.383043165
492	0.3828794175
493	0.3827785365
494	0.382426036
495	0.3821887476
496	0.3820093028
497	0.3817805509
498	0.3815843499
499	0.3813870626
500	0.3810779723
501	0.380798609
502	0.380577471
503	0.3803699838
504	0.3801990086
505	0.3800487309
506	0.379875378
507	0.3796894223
508	0.3794713874
509	0.3792923338
510	0.379140869
511	0.3789874859
512	0.3788200689
513	0.3786155886
514	0.3784954881
515	0.3783484392
516	0.3781238544
517	0.3779516952
518	0.3777506016
519	0.3775878532
520	0.3774017361
521	0.3771699693
522	0.3769637002
523	0.3767273932
524	0.3765423661
525	0.3764324384
526	0.3761075067
527	0.3759897655
528	0.375776366
529	0.3756510629
530	0.3755735211
531	0.375461422
532	0.3752150079
533	0.3749040514
534	0.3747759156
535	0.3745763122
536	0.3743877972
537	0.3740990238
538	0.3739368489
539	0.3738072859
540	0.3735070876
541	0.3733945874
542	0.3733089976
543	0.3731149327
544	0.3729632399
545	0.3728230789
546	0.3726279293
547	0.3723721146
548	0.3722135712
549	0.3721238753
550	0.3719830775
551	0.3718086453
552	0.371677529
553	0.3714897341
554	0.3713255187
555	0.3711126267
556	0.3709407796
557	0.3707204222
558	0.3705906459
559	0.3704809639
560	0.3702108767
561	0.370147567
562	0.3699773547
563	0.3697852022
564	0.3696047893
565	0.3694017301
566	0.3691895591
567	0.3690290942
568	0.3689003525
569	0.3688149277
570	0.368536295
571	0.3682678973
572	0.3680769077
573	0.3679611496
574	0.3678762938
575	0.3677222896
576	0.3675633366
577	0.3674369245
578	0.3672623524
579	0.3671312956
580	0.3670179431
581	0.3668330796
582	0.3665757965
583	0.3663561691
584	0.3662466224
585	0.3661332892
586	0.3659989197
587	0.3657930252
588	0.3656385792
589	0.3654626658
590	0.3653425401
591	0.3651909098
592	0.3650078368
593	0.3648054888
594	0.3645481297
595	0.3643654471
596	0.3642185333
597	0.3639780497
598	0.3638491393
599	0.3636536515
600	0.3634958439
601	0.3633638978
602	0.3632058808
603	0.3630863757
604	0.3629192565
605	0.3628130388
606	0.3626294745
607	0.3624724168
608	0.3623087628
609	0.3620950818
610	0.3619759707
611	0.3618184783
612	0.361651585
613	0.3613889722
614	0.3612082551
615	0.3611321888
616	0.3610131773
617	0.3608638601
618	0.3606535058
619	0.3605004813
620	0.3603107744
621	0.360177575
622	0.3600688928
623	0.3598901688
624	0.3597482682
625	0.3595923239
626	0.3594332244
627	0.3592395253
628	0.3590465917
629	0.3588066428
630	0.3586588987
631	0.3584724646
632	0.3582123124
633	0.3580848158
634	0.3579588714
635	0.3577827691
636	0.3576035911
637	0.3574766407
638	0.357420724
639	0.3572758698
640	0.3571779781
641	0.3570172774
642	0.356907389
643	0.3566832677
644	0.3565311265
645	0.3563514601
646	0.3562266637
647	0.35606091
648	0.3560017367
649	0.3558436203
650	0.3557397316
651	0.3556846012
652	0.3555096522
653	0.3553385121
654	0.3551742846
655	0.3551053539
656	0.3550030787
657	0.3548408063
658	0.3546073149
659	0.3544215037
660	0.3542765892
661	0.3540253558
662	0.3538826698
663	0.3536667435
664	0.3534548863
665	0.3532535297
666	0.3531406819
667	0.3530240727
668	0.352927598
669	0.3528243542
670	0.352592228
671	0.3525302182
672	0.3524259966
673	0.3522597975
674	0.3521551514
675	0.3519669611
676	0.3518633762
677	0.3516982298
678	0.3515839472
679	0.3514865892
680	0.3513572197
681	0.3512079544
682	0.3511204762
683	0.3508544227
684	0.3507483542
685	0.3505000462
686	0.3503091911
687	0.3500595096
688	0.3499304251
689	0.3496901565
690	0.3494908642
691	0.3493649949
692	0.3492466314
693	0.3491558995
694	0.3489793448
695	0.34886439
696	0.348722402
697	0.348580613
698	0.3483363251
699	0.3481587028
700	0.3481033931
701	0.3479971713
702	0.3478779309
703	0.3476773947
704	0.3475835987
705	0.3474063688
706	0.3472491226
707	0.3471347504
708	0.3470628477
709	0.3469287052
710	0.3467234487
711	0.3465349658
712	0.3463402154
713	0.3461904293
714	0.346015711
715	0.3458736396
716	0.3457264505
717	0.3455199168
718	0.3453671709
719	0.3452407419
720	0.3450893147
721	0.3449591498
722	0.3447805932
723	0.3446312793
724	0.3445011853
725	0.3444241365
726	0.3442970854
727	0.3441629015
728	0.3440546812
729	0.3439059893
730	0.3437892981
731	0.3437320815
732	0.3435922545
733	0.3434773442
734	0.3433592905
735	0.3432035957
736	0.3430721671
737	0.3429800823
738	0.3428026776
739	0.342567337
740	0.3424297984
741	0.3422804296
742	0.3421301221
743	0.3420198931
744	0.3418809676
745	0.3417787726
746	0.3416373809
747	0.341474003
748	0.3413827027
749	0.3411467221
750	0.3410428851
751	0.3409719322
752	0.3408247093
753	0.3406835203
754	0.3405710286
755	0.3404783832
756	0.3403283802
757	0.3401972088
758	0.3400928003
759	0.339979037
760	0.3398437751
761	0.3396747171
762	0.3394259876
763	0.3391780277
764	0.3390785064
765	0.3389770574
766	0.3388586448
767	0.3386041217
768	0.3384991543
769	0.3384160454
770	0.3382675332
771	0.3381821918
772	0.3380682453
773	0.3378729937
774	0.3377935122
775	0.3376389921
776	0.3374950086
777	0.3373421859
778	0.3372258232
779	0.3371708518
780	0.3370407421
781	0.3369348205
782	0.3368356851
783	0.3367204321
784	0.3365532357
785	0.3363932518
786	0.3363119397
787	0.3362177362
788	0.3361683194
789	0.3360623457
790	0.3359279806
791	0.3357654707
792	0.3356258308
793	0.3354633267
794	0.3353313712
795	0.33524877
796	0.3352178201
797	0.3351250335
798	0.3350407229
799	0.3349508785
800	0.3347307348
801	0.3345854957
802	0.3344784841
803	0.3342928602
804	0.3341112381
805	0.334022857
806	0.3338548238
807	0.3337774376
808	0.3336614615
809	0.3335457214
810	0.3333949049
811	0.3332847422
812	0.3330692611
813	0.3329601963
814	0.3328326462
815	0.3327050336
816	0.3326134292
817	0.3325398971
818	0.3324043972
819	0.3322246693
820	0.3320792247
821	0.331979943
822	0.3318870836
823	0.3317264061
824	0.3316089395
825	0.331356509
826	0.3312526401
827	0.3311090064
828	0.3308766802
829	0.3307588106
830	0.3306678085
831	0.3305868522
832	0.3304618157
833	0.3303763782
834	0.3301974136
835	0.3300642052
836	0.3299866869
837	0.3298952731
838	0.3297532697
839	0.329666924
840	0.3295003221
841	0.3294250758
842	0.3293822243
843	0.3292281375
844	0.3290504807
845	0.328945152
846	0.3288327403
847	0.3287001002
848	0.3285872435
849	0.3284509277
850	0.3282977396
851	0.3281757082
852	0.3280247424
853	0.3279247777
854	0.3278114675
855	0.3276994147
856	0.3274923268
857	0.3273212787
858	0.3271885865
859	0.3270840039
860	0.3269069896
861	0.3267761429
862	0.3266540458
863	0.3265325412
864	0.3264233988
865	0.3263074756
866	0.3261687785
867	0.3259991159
868	0.325881212
869	0.3257577334
870	0.3256831128
871	0.3255919796
872	0.3255341124
873	0.3254305047
874	0.325290034
875	0.3251971025
876	0.3251158568
877	0.3250042088
878	0.3249478769
879	0.3247952396
880	0.3246727235
881	0.3245667625
882	0.3244678295
883	0.3243505032
884	0.3242121747
885	0.3239930321
886	0.3238987286
887	0.3238636312
888	0.3236068625
889	0.3235072641
890	0.3233637814
891	0.3232375278
892	0.3231115091
893	0.3229837707
894	0.322849186
895	0.3226976273
896	0.3225994838
897	0.3225568605
898	0.3224665738
899	0.3223710719
900	0.3222721872
901	0.3221671944
902	0.322080747
903	0.3219253298
904	0.3217859613
905	0.3216543414
906	0.3215238957
907	0.3214053695
908	0.3212684284
909	0.3211669939
910	0.3209985629
911	0.3208309522
912	0.3206573908
913	0.3204442867
914	0.3203658437
915	0.3202350694
916	0.3201294917
917	0.3198848788
918	0.3198373277
919	0.3197261268
920	0.3196686232
921	0.3194909519
922	0.3193831431
923	0.3193158881
924	0.3191761297
925	0.319063454
926	0.3188935205
927	0.3188150343
928	0.3186491132
929	0.3185339869
930	0.3183879522
931	0.3183049505
932	0.3181323741
933	0.3180640543
934	0.3179452121
935	0.3177908911
936	0.3176669218
937	0.3175044318
938	0.317414828
939	0.3172688587
940	0.3171519061
941	0.3170745378
942	0.317012354
943	0.3168936087
944	0.3167859369
945	0.316681102
946	0.3165267237
947	0.316403134
948	0.3163318977
949	0.3162516924
950	0.3160972859
951	0.3159751947
952	0.3157553501
953	0.3156878129
954	0.3156058945
955	0.3155148333
956	0.3153231318
957	0.3151810125
958	0.3150857781
959	0.3150116837
960	0.3148325415
961	0.3147617372
962	0.3146975795
963	0.3146269302
964	0.3145178801
965	0.3143993102
966	0.3143263563
967	0.3142008838
968	0.3141087828
969	0.3139580479
970	0.3138544541
971	0.3136911842
972	0.3135977797
973	0.3135051707
974	0.3133472381
975	0.3132002972
976	0.3131011598
977	0.3129699852
978	0.3128607393
979	0.3126811587
980	0.3125681702
981	0.312449869
982	0.3123846265
983	0.3123303745
984	0.3122175235
985	0.3121246773
986	0.312007516
987	0.3119078451
988	0.3118112078
989	0.3117409002
990	0.3116739993
991	0.3115899668
992	0.3114573289
993	0.3113826943
994	0.3113117634
995	0.3111637276
996	0.3110300055
997	0.3108686647
998	0.3107684622
999	0.3106346262
